primaryKey,gridType,gameId,eventNumber,playerId,playerName,teamId,teamName,period,minutesRemaining,secondsRemaining,eventType,actionType,shotZoneBasic,shotZoneArea,shotZoneRange,shotType,shotDistance,xCoordinate,yCoordinate,shotAttemptedFlag,shotMadeFlag,gameDate,homeTeam,awayTeam,season,seasonType,dt
0021800607_480_1626179,"Shot Chart Detail",0021800607,480,1626179,"Terry Rozier",1610612738,"Boston Celtics",3,0,35,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",3,32,22,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_482_1628464,"Shot Chart Detail",0021800607,482,1628464,"Daniel Theis",1610612738,"Boston Celtics",3,0,33,"Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,0,-6,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_484_203506,"Shot Chart Detail",0021800607,484,203506,"Victor Oladipo",1610612754,"Indiana Pacers",3,0,16,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,13,5,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_49_202711,"Shot Chart Detail",0021800607,49,202711,"Bojan Bogdanovic",1610612754,"Indiana Pacers",1,7,26,"Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",14,77,125,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_502_202330,"Shot Chart Detail",0021800607,502,202330,"Gordon Hayward",1610612738,"Boston Celtics",4,11,40,"Made Shot","Pullup Jump shot","2PT Field Goal",Mid-Range,"Right Side Center(RC)","16-24 ft.",20,107,169,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_505_1629057,"Shot Chart Detail",0021800607,505,1629057,"Robert Williams III",1610612738,"Boston Celtics",4,11,20,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,1,6,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_507_203926,"Shot Chart Detail",0021800607,507,203926,"Doug McDermott",1610612754,"Indiana Pacers",4,11,3,"Missed Shot","Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-77,36,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_509_202330,"Shot Chart Detail",0021800607,509,202330,"Gordon Hayward",1610612738,"Boston Celtics",4,10,57,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",0,6,-6,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_511_202709,"Shot Chart Detail",0021800607,511,202709,"Cory Joseph",1610612754,"Indiana Pacers",4,10,42,"Made Shot","Fadeaway Jump Shot","2PT Field Goal",Mid-Range,"Right Side(R)","8-16 ft.",8,86,13,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_512_1626179,"Shot Chart Detail",0021800607,512,1626179,"Terry Rozier",1610612738,"Boston Celtics",4,10,30,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-3,11,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_513_201936,"Shot Chart Detail",0021800607,513,201936,"Tyreke Evans",1610612754,"Indiana Pacers",4,10,20,"Made Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)",Center(C),"8-16 ft.",8,-14,85,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_519_1627759,"Shot Chart Detail",0021800607,519,1627759,"Jaylen Brown",1610612738,"Boston Celtics",4,10,8,"Missed Shot","Turnaround Jump Shot","2PT Field Goal",Mid-Range,"Left Side(L)","8-16 ft.",13,-97,88,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_51_202681,"Shot Chart Detail",0021800607,51,202681,"Kyrie Irving",1610612738,"Boston Celtics",1,7,13,"Missed Shot","Jump Shot","2PT Field Goal",Mid-Range,"Right Side(R)","16-24 ft.",19,190,-26,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_527_1628400,"Shot Chart Detail",0021800607,527,1628400,"Semi Ojeleye",1610612738,"Boston Celtics",4,9,45,"Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,62,62,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_529_201936,"Shot Chart Detail",0021800607,529,201936,"Tyreke Evans",1610612754,"Indiana Pacers",4,9,36,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",2,0,27,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_531_1627759,"Shot Chart Detail",0021800607,531,1627759,"Jaylen Brown",1610612738,"Boston Celtics",4,9,31,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,148,219,1,0,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_533_1628388,"Shot Chart Detail",0021800607,533,1628388,"TJ Leaf",1610612754,"Indiana Pacers",4,9,25,"Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area",Center(C),"Less Than 8 ft.",1,-11,7,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
0021800607_536_203926,"Shot Chart Detail",0021800607,536,203926,"Doug McDermott",1610612754,"Indiana Pacers",4,8,51,"Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,-228,0,1,1,20190109,BOS,IND,2018-19,"Regular Season",2019-01-11T18:16:56.287
