gameId,homeTeam,awayTeam,homeWin,season
0021500572,1610612763,1610612745,0,2015-16
0021500573,1610612749,1610612741,1,2015-16
0021500574,1610612750,1610612760,0,2015-16
0021500575,1610612742,1610612739,0,2015-16
0021500576,1610612747,1610612740,1,2015-16
0021500577,1610612766,1610612737,1,2015-16
0021500578,1610612764,1610612749,1,2015-16
0021500579,1610612751,1610612752,1,2015-16
0021500580,1610612738,1610612754,1,2015-16
0021500581,1610612745,1610612750,1,2015-16
0021500582,1610612760,1610612742,1,2015-16
0021500583,1610612743,1610612744,1,2015-16
0021500584,1610612757,1610612762,1,2015-16
0021500585,1610612758,1610612740,0,2015-16
0021500586,1610612746,1610612748,1,2015-16
0021500588,1610612753,1610612761,0,2015-16
0021500587,1610612755,1610612741,0,2015-16
0021500589,1610612763,1610612765,1,2015-16
0021500590,1610612759,1610612739,1,2015-16
0021500591,1610612762,1610612758,0,2015-16
0021500592,1610612744,1610612747,1,2015-16
0021500593,1610612754,1610612764,0,2015-16
0021500594,1610612760,1610612750,1,2015-16
0021500595,1610612738,1610612756,1,2015-16
0021500596,1610612751,1610612757,0,2015-16
0021500597,1610612741,1610612742,0,2015-16
0021500598,1610612740,1610612766,1,2015-16
0021500599,1610612749,1610612737,1,2015-16
0021500600,1610612743,1610612748,0,2015-16
0021500601,1610612745,1610612739,0,2015-16
0021500603,1610612766,1610612749,0,2015-16
0021500602,1610612737,1610612751,1,2015-16
0021500604,1610612764,1610612738,0,2015-16
0021500605,1610612765,1610612744,1,2015-16
0021500606,1610612755,1610612757,1,2015-16
0021500607,1610612763,1610612752,1,2015-16
0021500608,1610612762,1610612747,1,2015-16
0021500609,1610612746,1610612758,0,2015-16
0021500610,1610612750,1610612756,1,2015-16
0021500611,1610612760,1610612748,1,2015-16
0021500612,1610612759,1610612742,1,2015-16
0021500613,1610612743,1610612754,1,2015-16
0021500614,1610612747,1610612745,0,2015-16
0021500615,1610612752,1610612755,1,2015-16
0021500616,1610612766,1610612762,1,2015-16
0021500617,1610612764,1610612757,0,2015-16
0021500618,1610612763,1610612740,1,2015-16
0021500619,1610612765,1610612741,0,2015-16
0021500620,1610612737,1610612753,1,2015-16
0021500621,1610612761,1610612751,1,2015-16
0021500622,1610612739,1610612744,0,2015-16
0021500623,1610612742,1610612738,1,2015-16
0021500624,1610612746,1610612745,1,2015-16
0021500625,1610612748,1610612749,0,2015-16
0021500626,1610612740,1610612750,1,2015-16
0021500627,1610612743,1610612760,0,2015-16
